Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_by_Loan,Loan_to_Income,EMI,Balance_Income
Male,Yes,0,Not Graduate,Yes,4344,736.0,87.0,360.0,1.0,Semiurban,N,5080.0,57.72727272727273,0.017122613658728598,0.2409972299168975,4993.0
Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y,5461.0,46.675213675213676,0.021237641889417794,0.32132963988919666,5345.0
Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y,3664.0,35.92156862745098,0.027557980900409278,0.27977839335180055,3563.0
Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N,16816.0,33.903225806451616,0.02943450080275911,1.371191135734072,16321.0
Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,Y,3750.0,32.05128205128205,0.030925086643561715,0.32132963988919666,3634.0
Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,N,3784.0,36.737864077669904,0.026948480845442536,0.21205821205821207,3682.0
Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N,13650.0,75.41436464088397,0.013185847190682002,0.4986149584487535,13470.0
Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,1.0,Rural,N,6979.0,102.63235294117646,0.009598853868194842,0.18559556786703602,6912.0
Male,Yes,0,Graduate,No,4600,0.0,73.0,180.0,1.0,Semiurban,Y,4600.0,62.16216216216216,0.01586611606172571,0.40331491712707185,4527.0
Male,Yes,1,Graduate,No,33846,0.0,260.0,360.0,1.0,Semiurban,N,33846.0,129.67816091954023,0.0076816261411646524,0.7202216066481995,33586.0
Female,Yes,0,Graduate,No,3625,0.0,108.0,360.0,1.0,Semiurban,Y,3625.0,33.25688073394495,0.02978488692774407,0.29916897506925205,3517.0
Male,Yes,0,Graduate,Yes,39147,4750.0,120.0,360.0,1.0,Semiurban,Y,43897.0,362.78512396694214,0.0027336097316506447,0.33240997229916897,43777.0
Male,Yes,1,Graduate,Yes,2178,0.0,66.0,300.0,0.0,Rural,N,2178.0,32.507462686567166,0.030289123451124368,0.21926910299003322,2112.0
Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,1.0,Rural,Y,4521.0,76.62711864406779,0.012826183104820876,0.16066481994459833,4463.0
Male,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,Y,5970.0,35.32544378698225,0.02813599062133646,0.46537396121883656,5802.0
Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,Y,9328.0,49.354497354497354,0.020152213527709295,1.0386740331491713,9140.0
Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,Y,4885.0,99.6938775510204,0.009823986901350798,0.1329639889196676,4837.0
Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N,12000.0,72.72727272727273,0.013665527872677276,0.45429362880886426,11836.0
Male,Yes,0,Not Graduate,No,6033,0.0,160.0,360.0,1.0,Urban,N,6033.0,37.47204968944099,0.026516407026847863,0.44321329639889195,5873.0
Male,No,0,Graduate,No,3858,0.0,76.0,360.0,1.0,Semiurban,Y,3858.0,50.103896103896105,0.019694221300855144,0.21052631578947367,3782.0
Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,Y,4191.0,34.63636363636363,0.02862595419847328,0.33240997229916897,4071.0
Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N,5708.0,33.380116959064324,0.02977754422841128,0.4709141274238227,5538.0
Male,No,0,Graduate,No,8333,3750.0,187.0,360.0,1.0,Rural,Y,12083.0,64.27127659574468,0.015475008275405495,0.518005540166205,11896.0
Female,No,0,Not Graduate,No,1907,2365.0,120.0,360.0,1.0,Urban,Y,4272.0,35.30578512396694,0.02808331383103206,0.33240997229916897,4152.0
Female,Yes,0,Graduate,No,3416,2816.0,113.0,360.0,1.0,Semiurban,Y,6232.0,54.666666666666664,0.01812931172789989,0.31301939058171746,6119.0
Male,No,0,Graduate,Yes,11000,0.0,83.0,360.0,1.0,Urban,N,11000.0,130.95238095238096,0.007544768657394782,0.2299168975069252,10917.0
Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y,5100.0,56.043956043956044,0.01764359929425603,0.24930747922437674,5010.0
Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,Y,4923.0,29.479041916167663,0.033712428919577576,0.4598337950138504,4757.0
Male,Yes,3+,Not Graduate,No,3992,0.0,128.0,180.0,1.0,Urban,N,3992.0,30.94573643410853,0.03205609817180065,0.7071823204419889,3864.0
Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,Y,4583.0,33.6985294117647,0.029450261780104712,0.3739612188365651,4448.0
Male,Yes,2,Not Graduate,No,3917,0.0,124.0,360.0,1.0,Semiurban,Y,3917.0,31.336,0.03164880040837162,0.34349030470914127,3793.0
Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y,4408.0,36.429752066115704,0.027217056021773645,0.33240997229916897,4288.0
Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y,3244.0,40.04938271604938,0.02465331278890601,0.22160664819944598,3164.0
Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y,6506.0,116.17857142857143,0.008452435838327955,0.1523545706371191,6451.0
Male,No,0,Graduate,No,2479,0.0,59.0,360.0,1.0,Urban,Y,2479.0,41.31666666666667,0.02379032258064516,0.1634349030470914,2420.0
Male,No,0,Graduate,No,3418,0.0,127.0,360.0,1.0,Semiurban,N,3418.0,26.703125,0.03714536414156186,0.3518005540166205,3291.0
Female,No,0,Graduate,No,10000,0.0,214.0,360.0,1.0,Semiurban,N,10000.0,46.51162790697674,0.021397860213978603,0.592797783933518,9786.0
Male,Yes,3+,Graduate,No,3430,1250.0,128.0,360.0,0.0,Semiurban,N,4680.0,36.27906976744186,0.027344584490493484,0.3545706371191136,4552.0
Male,Yes,1,Graduate,Yes,7787,0.0,240.0,360.0,1.0,Urban,Y,7787.0,32.31120331950208,0.030816640986132512,0.6648199445983379,7547.0
Male,Yes,3+,Not Graduate,Yes,5703,0.0,130.0,360.0,1.0,Rural,Y,5703.0,43.534351145038165,0.02279102384291725,0.3601108033240997,5573.0
Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y,6194.0,44.88405797101449,0.022114608555286523,0.37950138504155123,6057.0
Male,Yes,3+,Not Graduate,No,3850,983.0,100.0,360.0,1.0,Semiurban,Y,4833.0,47.851485148514854,0.02068680182043856,0.2770083102493075,4733.0
Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N,1950.0,14.338235294117647,0.06919528446950282,0.3739612188365651,1815.0
Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,5502.0,41.68181818181818,0.023805197165182628,0.3628808864265928,5371.0
Male,Yes,2,Graduate,No,5000,0.0,72.0,360.0,0.0,Semiurban,N,5000.0,68.4931506849315,0.014397120575884824,0.1994459833795014,4928.0
Female,Yes,2,Graduate,No,4283,2383.0,127.0,360.0,1.0,Semiurban,Y,6666.0,52.078125,0.01904904754762262,0.3518005540166205,6539.0
Male,Yes,0,Graduate,No,2221,0.0,60.0,360.0,0.0,Urban,N,2221.0,36.40983606557377,0.027002700270027002,0.16620498614958448,2161.0
Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,5726.0,48.94017094017094,0.020254932774576566,0.32132963988919666,5610.0
Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,5762.0,39.737931034482756,0.024986985944820406,0.3988919667590028,5618.0
Male,Yes,0,Graduate,No,7578,1010.0,175.0,360.0,1.0,Semiurban,Y,8588.0,48.79545454545455,0.020374898125509373,0.48476454293628807,8413.0
Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y,6250.0,48.44961240310077,0.020476723724204126,0.3545706371191136,6122.0
Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N,3250.0,19.005847953216374,0.05229160258382036,0.4709141274238227,3080.0
Male,Yes,0,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N,4735.0,34.064748201438846,0.029138513513513514,0.38227146814404434,4597.0
Male,Yes,2,Graduate,No,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,7945.0,37.654028436018955,0.02642839164359426,0.5817174515235457,7735.0
Male,Yes,0,Graduate,No,4758,0.0,158.0,480.0,1.0,Semiurban,Y,4758.0,29.92452830188679,0.03320025215381383,0.3284823284823285,4600.0
Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y,6400.0,31.8407960199005,0.031245117950320263,0.554016620498615,6200.0
Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,4545.0,43.285714285714285,0.02287725472943247,0.2880886426592798,4441.0
Male,Yes,0,Graduate,No,3716,0.0,42.0,180.0,1.0,Rural,Y,3716.0,86.4186046511628,0.011299435028248588,0.23204419889502761,3674.0
Male,No,0,Not Graduate,No,3189,2598.0,120.0,360.0,1.0,Rural,Y,5787.0,47.82644628099174,0.02073255010366275,0.33240997229916897,5667.0
Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y,8333.0,29.654804270462634,0.033597312215022795,0.775623268698061,8053.0
Male,Yes,1,Graduate,No,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,4934.0,34.99290780141844,0.028368794326241134,0.3878116343490305,4794.0
Male,Yes,1,Graduate,No,5500,1260.0,170.0,360.0,1.0,Rural,Y,6760.0,39.53216374269006,0.025144209436473896,0.4709141274238227,6590.0
Male,Yes,0,Graduate,No,5746,0.0,255.0,360.0,1.0,Urban,N,5746.0,22.4453125,0.044370976161475555,0.7063711911357341,5491.0
Female,No,0,Graduate,Yes,3463,0.0,122.0,360.0,1.0,Urban,Y,3463.0,28.15447154471545,0.03521939953810624,0.3379501385041551,3341.0
Female,No,1,Graduate,No,3812,0.0,112.0,360.0,1.0,Rural,Y,3812.0,33.73451327433628,0.02937319695777603,0.31024930747922436,3700.0
Male,Yes,1,Graduate,No,3315,0.0,96.0,360.0,1.0,Semiurban,Y,3315.0,34.175257731958766,0.028950542822677925,0.2659279778393352,3219.0
Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y,10819.0,89.41322314049587,0.011090573012939002,0.33240997229916897,10699.0
Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N,4493.0,31.865248226950353,0.03115264797507788,0.7734806629834254,4353.0
Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y,8666.0,55.55128205128205,0.017883927541248415,2.540983606557377,8511.0
Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y,7550.0,69.26605504587155,0.014302741358760428,0.29916897506925205,7442.0
Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,7823.0,63.08870967741935,0.01572085889570552,0.3407202216066482,7700.0
Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N,10383.0,85.8099173553719,0.011556240369799691,0.6629834254143646,10263.0
Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,Y,9703.0,85.86725663716814,0.011541632316570486,0.31024930747922436,9591.0
Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,Y,6608.0,47.88405797101449,0.02072930851868664,0.7569060773480663,6471.0
Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,4725.0,38.104838709677416,0.026026237833262803,0.25571725571725573,4602.0
Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y,3677.0,40.40659340659341,0.024469820554649267,0.24930747922437674,3587.0
Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,N,5558.0,27.514851485148515,0.03615758229897464,0.556786703601108,5357.0
Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N,3427.0,24.654676258992804,0.040256709451575265,0.38227146814404434,3289.0
Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y,4750.0,45.23809523809524,0.02189012839402231,0.2880886426592798,4646.0
Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,9762.0,34.864285714285714,0.0285772815732869,1.5414364640883977,9483.0
Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,N,16250.0,84.19689119170984,0.011814657559534798,0.5318559556786704,16058.0
Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y,3083.0,12.04296875,0.08268482490272373,0.7063711911357341,2828.0
Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N,6045.0,52.11206896551724,0.01902084022494211,0.3185595567867036,5930.0
Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N,5250.0,55.26315789473684,0.017901352123405066,0.26038781163434904,5156.0
Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N,16783.0,55.02622950819672,0.01811248808388942,0.8421052631578947,16479.0
Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,1.0,Semiurban,N,4931.0,38.224806201550386,0.025952960259529603,0.3545706371191136,4803.0
Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,1.0,Urban,Y,10333.0,31.21752265861027,0.03193342365008709,0.9141274238227147,10003.0
Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4269.0,31.622222222222224,0.03138173302107728,0.37119113573407203,4135.0
Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N,3481.0,22.314102564102566,0.04451464675473866,4.1891891891891895,3326.0
Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y,7200.0,59.50413223140496,0.016664352173309263,0.33240997229916897,7080.0
Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,Y,5166.0,40.04651162790697,0.0247725953164312,0.3545706371191136,5038.0
Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,Y,7542.0,49.61842105263158,0.020018560254540633,0.4182825484764543,7391.0
Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,6095.0,40.36423841059602,0.024606299212598427,0.4155124653739612,5945.0
Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y,6144.0,38.161490683229815,0.026037428803905614,0.44321329639889195,5984.0
Female,No,0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,N,3418.0,25.13235294117647,0.03948522959929804,0.3739612188365651,3283.0
Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y,4436.0,48.747252747252745,0.02028397565922921,0.24930747922437674,4346.0
Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y,3237.0,104.41935483870968,0.00926497838171711,0.08310249307479224,3207.0
Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y,11146.0,81.35766423357664,0.01220059208755719,0.3767313019390582,11010.0
Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,Y,4690.0,36.92913385826772,0.026859944574717545,0.3490304709141274,4564.0
Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,4843.0,32.0728476821192,0.030966143682906688,0.4155124653739612,4693.0
Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,Y,3900.0,42.857142857142854,0.023071007433991285,0.24930747922437674,3810.0
Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,4592.0,39.58620689655172,0.025038101458741562,0.3185595567867036,4477.0
Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,7267.0,34.9375,0.028481012658227847,0.5734072022160664,7060.0
Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,Y,4403.0,54.358024691358025,0.018165304268846504,0.22160664819944598,4323.0
Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,Y,14583.0,33.37070938215103,0.029895776193088315,1.2077562326869806,14147.0
Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,Y,4100.0,32.8,0.03023652767617654,0.34349030470914127,3976.0
Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,N,6479.0,40.74842767295598,0.024382716049382715,0.4376731301939058,6321.0
Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,Y,4727.0,41.83185840707964,0.023688663282571912,0.31024930747922436,4615.0
Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y,3286.7999878,41.605063136708864,0.023724070895259342,0.430939226519337,3208.7999878
Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y,3477.0,63.21818181818182,0.015526164462334674,0.14958448753462603,3423.0
Male,Yes,0,Graduate,No,20667,0.0,128.0,360.0,1.0,Rural,N,20667.0,160.2093023255814,0.0061931488291078,0.3545706371191136,20539.0
Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,Y,6211.0,69.0111111111111,0.014327108821635544,0.24653739612188366,6122.0
Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,N,4317.0,43.17,0.022927281148679944,0.3289036544850498,4218.0
Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y,5704.0,47.14049586776859,0.021034180543382998,0.33240997229916897,5584.0
Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y,4124.0,35.55172413793103,0.027878787878787878,0.3185595567867036,4009.0
Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y,9508.0,50.57446808510638,0.019665579976864023,0.518005540166205,9321.0
Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,Y,5491.0,39.22142857142857,0.02530954115076475,0.3850415512465374,5352.0
Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,N,4400.0,34.375,0.028857077936832537,0.3518005540166205,4273.0
Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,Y,4713.0,34.91111111111111,0.028425965210012727,0.37119113573407203,4579.0
Female,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,N,5417.0,37.61805555555556,0.026393503137689185,0.2972972972972973,5274.0
Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,Y,5717.0,33.04624277456647,0.030080447708989155,0.47645429362880887,5545.0
Male,Yes,3+,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,Y,5666.0,51.04504504504504,0.019410622904535026,0.3047091412742382,5556.0
Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,Y,6875.0,34.20398009950249,0.029086678301337987,0.554016620498615,6675.0
Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y,4666.0,34.30882352941177,0.028926505249625027,0.3739612188365651,4531.0
Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,N,7541.0,49.61184210526316,0.02002121453195439,0.31392931392931395,7390.0
Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,N,4939.0,43.324561403508774,0.022874493927125508,0.31301939058171746,4826.0
Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,N,4734.0,50.361702127659576,0.019640971488912355,0.25761772853185594,4641.0
Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y,4625.0,43.632075471698116,0.022697795071335927,0.29085872576177285,4520.0
Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,Y,5000.0,37.59398496240601,0.026394721055788842,0.3656509695290859,4868.0
Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y,3428.0,35.34020618556701,0.02799650043744532,0.2659279778393352,3332.0
Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y,6500.0,46.09929078014184,0.02153514843870174,0.3878116343490305,6360.0
Male,No,0,Not Graduate,No,2000,0.0,128.0,360.0,1.0,Urban,N,2000.0,15.503875968992247,0.063968015992004,0.3545706371191136,1872.0
Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,Y,5428.0,39.911764705882355,0.024866457911217537,0.3739612188365651,5293.0
Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,N,4263.0,40.6,0.024390243902439025,0.2880886426592798,4159.0
Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N,20233.0,42.064449064449065,0.023722447365819906,1.3296398891966759,19753.0
Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,Y,7667.0,41.22043010752688,0.02412623891497131,0.5124653739612188,7482.0
Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,Y,2917.0,34.31764705882353,0.02878684030157642,0.23268698060941828,2833.0
Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,Y,5332.0,47.607142857142854,0.02081380086255391,0.3074792243767313,5221.0
Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,Y,2507.0,43.98245614035088,0.022328548644338118,0.15512465373961218,2451.0
Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,Y,5746.0,39.62758620689655,0.02505655124412737,1.6941176470588235,5602.0
Male,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,N,4316.0,26.975,0.03683113273106324,0.4404432132963989,4157.0
Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y,5039.0,44.99107142857143,0.022023809523809525,0.6132596685082873,4928.0
Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,Y,3717.0,30.71900826446281,0.0322754168908015,0.33240997229916897,3597.0
Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,Y,4192.0,47.10112359550562,0.020987359885523492,0.24376731301939059,4104.0
Female,No,1,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,Y,3541.0,31.336283185840706,0.03162055335968379,0.31024930747922436,3429.0
Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,N,10000.0,64.1025641025641,0.015498450154984501,0.4293628808864266,9845.0
Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y,4567.0,39.37068965517241,0.025175131348511383,0.3185595567867036,4452.0
Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,Y,4531.0,36.248,0.02736098852603707,0.34349030470914127,4407.0
Male,Yes,2,Not Graduate,No,3601,1590.0,128.0,360.0,1.0,Rural,Y,5191.0,40.24031007751938,0.02465331278890601,0.3545706371191136,5063.0
Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,Y,6151.0,46.24812030075188,0.021456436931079324,0.3656509695290859,6019.0
Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y,15000.0,49.83388704318937,0.01999866675554963,0.8310249307479224,14700.0
Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N,13649.0,36.204244031830235,0.027545787545787546,1.0415512465373962,13273.0
Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,Y,4917.0,37.534351145038165,0.026433509556730378,0.3601108033240997,4787.0
Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,Y,7978.0,43.12432432432433,0.023060533901491414,0.5096952908587258,7794.0
Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,61.11711711711712,0.016212232866617538,0.3047091412742382,6674.0
Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y,2500.0,36.76470588235294,0.026789284286285485,0.18559556786703602,2433.0
Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y,6177.0,52.347457627118644,0.018938167691809647,0.32409972299168976,6060.0
Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,Y,2935.0,29.646464646464647,0.03337874659400545,0.27146814404432135,2837.0
Male,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,Y,2833.0,39.34722222222222,0.025052928722653495,0.19667590027700832,2762.0
Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,Y,63337.0,128.9959266802444,0.007736272064163693,2.707182320441989,62847.0
Male,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,Y,11666.0,63.74863387978142,0.015599554298448616,1.0055248618784531,11484.0
Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,Y,9993.0,140.74647887323943,0.007004202521512908,0.19390581717451524,9923.0
Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,Y,5938.0,36.88198757763975,0.02694056238423977,0.44321329639889195,5778.0
Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y,7100.0,40.112994350282484,0.024785241515279537,0.48753462603878117,6924.0
Female,No,3+,Not Graduate,No,1830,0.0,128.0,360.0,0.0,Urban,N,1830.0,14.186046511627907,0.06990715456034953,0.3545706371191136,1702.0
Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y,4160.0,57.77777777777778,0.017063205960105743,0.19667590027700832,4089.0
Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N,4234.0,24.333333333333332,0.04085005903187721,0.4792243767313019,4061.0
Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N,2378.0,50.59574468085106,0.019335855401429174,0.12742382271468145,2332.0
Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,Y,5783.0,36.37106918238994,0.02731673582295989,0.4376731301939058,5625.0
Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y,3173.0,42.306666666666665,0.023314429741650915,0.20498614958448755,3099.0
Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,Y,4913.0,38.992063492063494,0.02543752543752544,0.3462603878116344,4788.0
Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y,4957.0,30.788819875776397,0.03227107704719645,0.44321329639889195,4797.0
Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,N,6753.0,44.13725490196079,0.022505182114302635,0.42105263157894735,6601.0
Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y,5251.0,41.346456692913385,0.02399086062452399,0.3490304709141274,5125.0
Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,Y,10916.0,41.98461538461538,0.023724466428506,0.7174515235457064,10657.0
Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y,8875.0,47.20744680851064,0.02106804867057233,0.518005540166205,8688.0
